y_true,p_raw,p_calibrated,p_mc_calibrated_mean,mc_std,predictive_entropy,raw_prediction,calibrated_prediction
1,0.99999744,0.9999991417066255,0.999837832360591,0.0003982771111815381,0.0022756667762832378,1,1
0,0.8116878,0.829934579986082,0.3369273017922289,0.20361331835501262,0.9218479491132253,1,1
1,0.9891329,0.9925673640091002,0.8608956237889046,0.14721937792321207,0.5818884392475887,1,1
0,0.98566425,0.9899496715441257,0.8899385585880892,0.1324504652461665,0.5001012561958335,1,1
0,0.5622324,0.5674586411618457,0.17230651648785428,0.14859228937569677,0.6629540113788178,1,1
1,0.99023044,0.9933807706843185,0.9491612840639498,0.07462918704881574,0.2899491350408614,1,1
1,0.99580526,0.9973604607274593,0.978411790680248,0.026112135435588026,0.15026735958245577,1,1
1,0.9999318,0.9999698215774998,0.9985565431384275,0.0024664652609871387,0.015701793248237405,1,1
1,0.9995316,0.999755773871707,0.9934644125708147,0.00949233916569779,0.05682979317915361,1,1
1,0.9999822,0.9999929626568048,0.999575080080562,0.0007627783003548447,0.005372224250241501,1,1
0,0.0059400164,0.003852541507845344,0.0068547011333853144,0.011690361514450298,0.05913159676653524,0,0
1,0.999922,0.9999650711013618,0.9968182001983966,0.012834871091782237,0.030979080351971874,1,1
1,0.99996096,0.9999835212408489,0.9986487302571843,0.0027881540503279525,0.01482773754068278,1,1
1,0.998255,0.9989818889985632,0.963736586509891,0.07651367175033412,0.2248895863957088,1,1
0,0.054932076,0.04364980832584726,0.0473010391963969,0.06547021818027504,0.27481940616407313,0,0
1,0.7289102,0.745195257331065,0.6294680932913943,0.24451371349177922,0.9510796294227811,1,1
1,0.99981636,0.999911579509583,0.9966080146228649,0.005698354364367699,0.03271196711255541,1,1
1,0.9999664,0.99998598991732,0.9986037816152443,0.005403572990825587,0.01525500819007212,1,1
1,0.99916583,0.9995430876977317,0.9892865257255203,0.022029088515690656,0.0854867638392051,1,1
0,0.24123067,0.2238585807505034,0.11128949381264171,0.10677561215186515,0.5037932505841972,0,0
1,0.99999005,0.999996259264123,0.999795469280428,0.00044930745708959645,0.002801650000809942,1,1
0,0.4324265,0.42676376072274047,0.3609656757885861,0.2650558502611511,0.9434818541143827,1,1
1,0.9997087,0.9998541340135716,0.9951103238750045,0.011694909819024223,0.04457041247511386,1,1
1,0.9999106,0.9999595083168128,0.998124682469844,0.005092029159928867,0.019690816868110087,1,1
1,0.5275656,0.5299026000726794,0.19051303140832193,0.17681451562539366,0.7025434490181245,1,1
1,0.8772792,0.8941689793389004,0.7342398828514292,0.1914400901279956,0.8353146612209017,1,1
1,0.99971974,0.9998601161514665,0.9980319707361751,0.0031725639349351516,0.020527149578218044,1,1
1,0.9999449,0.9999760636852865,0.995445406616658,0.01193404035174028,0.04198363431632381,1,1
0,0.0044051856,0.002783754680387895,0.004109314287563227,0.005933882767658276,0.03849035801841973,0,0
1,0.99999523,0.9999983166713337,0.999544652623255,0.0014205562944403997,0.005711472842201224,1,1
1,0.99644774,0.9977966739534633,0.960643396115394,0.06213144556819579,0.2393344254894497,1,1
1,0.9860405,0.9902367332550626,0.8294596554965349,0.18111506629000423,0.6589393667828771,1,1
0,0.65231943,0.664345596109215,0.3626419603197754,0.26838066588352144,0.9448543845245064,1,1
0,0.99891144,0.9993900299276928,0.9933826381897256,0.010567691118804961,0.05742175465078707,1,1
1,0.536302,0.5393744415174402,0.36403061544668264,0.24658847370440407,0.9459781212867645,1,1
1,0.9867909,0.9908071473442291,0.9206596664302213,0.09655014978417248,0.39985053895173595,1,1
1,0.9999265,0.9999672659459481,0.9986874241568197,0.002747237700656436,0.014458195254866767,1,1
0,0.87149274,0.8886358608316155,0.7306206146397244,0.1843351151017459,0.8405726829625005,1,1
1,0.99994,0.9999737221073776,0.9992431797580908,0.001501655769715564,0.008937979455305164,1,1
1,0.9949735,0.996787001005282,0.9597995232776367,0.06446657556280555,0.24321061355240794,1,1
0,0.24880604,0.23167341696759422,0.1024045235759711,0.09753558267520378,0.47657173873929837,0,0
1,0.9982476,0.9989772060425991,0.9737470957473348,0.029831437588521248,0.17523731681611732,1,1
1,0.9999633,0.9999845830730406,0.9996374190564257,0.0008432855955519351,0.004667084886077888,1,1
1,0.99331033,0.9956159646227147,0.9736128479503771,0.04160598993745975,0.17593664262721606,1,1
1,0.9902509,0.9933958459263765,0.7877740820902546,0.21401757543988123,0.7457160124331034,1,1
0,0.07636788,0.06270411364103742,0.06221238148961209,0.06186229828614952,0.336165352682214,0,0
0,0.31315935,0.2989865932675854,0.3671018653971608,0.19986422761593525,0.9484208077809826,0,0
0,0.073856324,0.06043774005598086,0.10171198059013102,0.11037778554664708,0.47439907089594213,0,0
0,0.98519874,0.9895935115129957,0.8560558302303134,0.19782757294317788,0.594475756070834,1,1
0,0.1474861,0.12970840075595777,0.10005877359988735,0.09453365288275993,0.4691818738114007,0,0
